epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,310.726,0.66377,0.55927,0.89981,0.56048,0.29412,0.22598,0.11046,1.20347,1.39772,0.74082,0.0006404,0.0006404,0.0006404
105,313.67,0.70683,0.55546,0.96451,0.63401,0.29412,0.23569,0.13757,1.09776,1.33335,0.67382,0.0006272,0.0006272,0.0006272
106,316.608,0.6723,0.54618,0.89822,0.6402,0.29412,0.23804,0.13736,1.00508,1.23686,0.65903,0.000614,0.000614,0.000614
107,319.563,0.57983,0.49628,0.89216,0.64982,0.29412,0.23956,0.1323,0.98532,1.23464,0.64906,0.0006008,0.0006008,0.0006008
108,322.583,0.59319,0.52894,0.8994,0.68327,0.26471,0.25181,0.13291,0.98586,1.25359,0.63484,0.0005876,0.0005876,0.0005876
109,325.423,0.60863,0.55443,0.90289,0.599,0.26471,0.23483,0.13539,0.97614,1.18645,0.62455,0.0005744,0.0005744,0.0005744
110,328.533,0.57015,0.47865,0.85974,0.66521,0.29412,0.25848,0.16212,0.89253,1.09505,0.61003,0.0005612,0.0005612,0.0005612
111,331.472,0.60291,0.5581,0.90621,0.61369,0.29412,0.24,0.1496,0.91208,1.14417,0.62446,0.000548,0.000548,0.000548
112,334.507,0.60094,0.521,0.90242,0.49188,0.29412,0.21481,0.11795,1.01238,1.46019,0.72314,0.0005348,0.0005348,0.0005348
113,337.425,0.54789,0.4518,0.85726,0.29792,0.29412,0.17992,0.10186,0.9788,2.0985,0.71331,0.0005216,0.0005216,0.0005216
114,340.469,0.59952,0.50079,0.88971,0.30794,0.29412,0.16913,0.10871,0.93049,2.13102,0.63065,0.0005084,0.0005084,0.0005084
115,343.398,0.55895,0.50688,0.87302,0.46355,0.27992,0.20963,0.14277,0.86509,1.55206,0.60421,0.0004952,0.0004952,0.0004952
116,346.37,0.61745,0.58667,0.90324,0.62404,0.29412,0.2568,0.17391,0.87453,1.30632,0.59723,0.000482,0.000482,0.000482
117,349.293,0.56417,0.50855,0.85466,0.59692,0.29412,0.27476,0.15348,0.92084,1.32118,0.60224,0.0004688,0.0004688,0.0004688
118,352.163,0.62057,0.51413,0.88114,0.47026,0.26471,0.23132,0.15861,0.95628,1.68644,0.60378,0.0004556,0.0004556,0.0004556
119,355.15,0.49632,0.47785,0.86943,0.4616,0.26471,0.22477,0.15644,0.99944,1.79984,0.60555,0.0004424,0.0004424,0.0004424
120,358.062,0.61417,0.49987,0.92063,0.71807,0.26471,0.25448,0.16365,1.03978,1.37181,0.61041,0.0004292,0.0004292,0.0004292
121,361.24,0.59481,0.49499,0.88282,0.73473,0.26471,0.26749,0.16081,1.03281,1.17357,0.61055,0.000416,0.000416,0.000416
122,364.422,0.56939,0.50414,0.88052,0.55956,0.26471,0.26606,0.16567,0.98559,1.02825,0.61599,0.0004028,0.0004028,0.0004028
123,367.296,0.55564,0.46758,0.90012,0.58541,0.26471,0.27038,0.17,0.95864,1.01108,0.61442,0.0003896,0.0003896,0.0003896
124,370.218,0.54547,0.504,0.86122,0.62101,0.28942,0.26756,0.16468,0.93152,1.0284,0.60152,0.0003764,0.0003764,0.0003764
125,373.197,0.59818,0.45008,0.86738,0.77173,0.26471,0.27892,0.16071,0.90813,1.10066,0.59991,0.0003632,0.0003632,0.0003632
126,376.088,0.5599,0.47112,0.84799,0.74106,0.29412,0.28155,0.16695,0.85956,1.09947,0.59611,0.00035,0.00035,0.00035
127,379.016,0.60112,0.49582,0.88615,0.69376,0.29412,0.28257,0.16712,0.87749,1.09146,0.6001,0.0003368,0.0003368,0.0003368
128,382.037,0.53036,0.45824,0.85095,0.63726,0.29412,0.2783,0.15167,0.95107,1.05553,0.63211,0.0003236,0.0003236,0.0003236
129,384.879,0.53263,0.498,0.88491,0.72902,0.29412,0.27796,0.15882,0.99623,1.04278,0.65381,0.0003104,0.0003104,0.0003104
130,387.83,0.50854,0.48274,0.86079,0.71344,0.26471,0.26846,0.15356,1.03047,1.06904,0.72774,0.0002972,0.0002972,0.0002972
131,390.704,0.52154,0.45514,0.86516,0.57966,0.26471,0.21962,0.13513,1.01015,1.19099,0.74413,0.000284,0.000284,0.000284
132,393.539,0.50928,0.45793,0.8791,0.42097,0.26471,0.18167,0.11785,1.0001,1.5795,0.75133,0.0002708,0.0002708,0.0002708
133,396.502,0.50847,0.46002,0.83743,0.35631,0.26471,0.16857,0.10248,0.99699,1.94868,0.72099,0.0002576,0.0002576,0.0002576
134,399.353,0.48198,0.38972,0.83221,0.349,0.29412,0.20085,0.10775,0.88929,2.4126,0.60896,0.0002444,0.0002444,0.0002444
135,402.311,0.55451,0.45994,0.85546,0.35004,0.29412,0.1983,0.1224,0.88889,2.41716,0.60322,0.0002312,0.0002312,0.0002312
136,405.192,0.57915,0.4644,0.85621,0.35587,0.29254,0.19501,0.13902,0.87091,2.21749,0.60389,0.000218,0.000218,0.000218
137,408.267,0.51878,0.43891,0.85573,0.35615,0.29412,0.19613,0.13893,0.87356,2.11507,0.60198,0.0002048,0.0002048,0.0002048
138,411.167,0.48763,0.41402,0.88537,0.34474,0.294,0.19721,0.15122,0.89172,1.97812,0.60381,0.0001916,0.0001916,0.0001916
139,414.025,0.54047,0.47145,0.86073,0.34392,0.29298,0.19945,0.15231,0.89701,1.90905,0.60526,0.0001784,0.0001784,0.0001784
140,417.102,0.50055,0.42119,0.84719,0.33859,0.29412,0.20508,0.1609,0.87578,1.78261,0.60492,0.0001652,0.0001652,0.0001652
